Source - https://github.com/DurtyFree/gta-v-data-dumps

Unsigned Hash: 3078201489 | Signed Hash: -1216765807 | Model Name: adder | Display Name: Adder
Unsigned Hash: 1777363799 | Signed Hash: 1777363799 | Model Name: washington | Display Name: Washington
Unsigned Hash: 2382949506 | Signed Hash: -1912017790 | Model Name: wastelander | Display Name: Wastelander
Unsigned Hash: 1644055914 | Signed Hash: 1644055914 | Model Name: weevil | Display Name: Weevil
Unsigned Hash: 3300595976 | Signed Hash: -994371320 | Model Name: weevil2 | Display Name: Weevil Custom
Unsigned Hash: 1581459400 | Signed Hash: 1581459400 | Model Name: windsor | Display Name: Windsor
Unsigned Hash: 2364918497 | Signed Hash: -1930048799 | Model Name: windsor2 | Display Name: Windsor Drop
Unsigned Hash: 4084658662 | Signed Hash: -210308634 | Model Name: winky | Display Name: Winky
Unsigned Hash: 3676349299 | Signed Hash: -618617997 | Model Name: wolfsbane | Display Name: Wolfsbane
Unsigned Hash: 917809321 | Signed Hash: 917809321 | Model Name: xa21 | Display Name: XA-21
Unsigned Hash: 1203490606 | Signed Hash: 1203490606 | Model Name: xls | Display Name: XLS
Unsigned Hash: 3862958888 | Signed Hash: -432008408 | Model Name: xls2 | Display Name: XLS (Armored)
Unsigned Hash: 1871995513 | Signed Hash: 1871995513 | Model Name: yosemite | Display Name: Yosemite
Unsigned Hash: 1693751655 | Signed Hash: 1693751655 | Model Name: yosemite2 | Display Name: Drift Yosemite
Unsigned Hash: 67753863 | Signed Hash: 67753863 | Model Name: yosemite3 | Display Name: Yosemite Rancher
Unsigned Hash: 65402552 | Signed Hash: 65402552 | Model Name: youga | Display Name: Youga
Unsigned Hash: 1026149675 | Signed Hash: 1026149675 | Model Name: youga2 | Display Name: Youga Classic
Unsigned Hash: 1802742206 | Signed Hash: 1802742206 | Model Name: youga3 | Display Name: Youga Classic 4x4
Unsigned Hash: 1486521356 | Signed Hash: 1486521356 | Model Name: youga4 | Display Name: Youga Custom
Unsigned Hash: 838982985 | Signed Hash: 838982985 | Model Name: z190 | Display Name: 190z
Unsigned Hash: 655665811 | Signed Hash: 655665811 | Model Name: zeno | Display Name: Zeno
Unsigned Hash: 2891838741 | Signed Hash: -1403128555 | Model Name: zentorno | Display Name: Zentorno
Unsigned Hash: 1284356689 | Signed Hash: 1284356689 | Model Name: zhaba | Display Name: Zhaba
Unsigned Hash: 3172678083 | Signed Hash: -1122289213 | Model Name: zion | Display Name: Zion
Unsigned Hash: 3101863448 | Signed Hash: -1193103848 | Model Name: zion2 | Display Name: Zion Cabrio
Unsigned Hash: 1862507111 | Signed Hash: 1862507111 | Model Name: zion3 | Display Name: Zion Classic
Unsigned Hash: 3285698347 | Signed Hash: -1009268949 | Model Name: zombiea | Display Name: Zombie Bobber
Unsigned Hash: 3724934023 | Signed Hash: -570033273 | Model Name: zombieb | Display Name: Zombie Chopper
Unsigned Hash: 3612858749 | Signed Hash: -682108547 | Model Name: zorrusso | Display Name: Zorrusso
Unsigned Hash: 2436313176 | Signed Hash: -1858654120 | Model Name: zr350 | Display Name: ZR350
Unsigned Hash: 540101442 | Signed Hash: 540101442 | Model Name: zr380 | Display Name: Apocalypse ZR380
Unsigned Hash: 3188846534 | Signed Hash: -1106120762 | Model Name: zr3802 | Display Name: Future Shock ZR380
Unsigned Hash: 2816263004 | Signed Hash: -1478704292 | Model Name: zr3803 | Display Name: Nightmare ZR380
Unsigned Hash: 758895617 | Signed Hash: 758895617 | Model Name: Ztype | Display Name: Z-Type
